tripid,vehid,startdate,seqno,point,t
62,3,2020-06-01,1,0101000020110F000048109F7C98591D41C615674F3F2C5941,2020-06-01 08:20:32.948122+02
62,3,2020-06-01,1,0101000020110F000081C041D973591D418E49A347422C5941,2020-06-01 08:20:34.028122+02
62,3,2020-06-01,1,0101000020110F0000A1C9E0566D591D414A5CB4CE422C5941,2020-06-01 08:20:34.219999+02
62,3,2020-06-01,1,0101000020110F0000CC59F71758581D41655700D4542C5941,2020-06-01 08:20:41.419999+02
62,3,2020-06-01,1,0101000020110F00001AEB7CCF52581D41D839E92B552C5941,2020-06-01 08:20:41.5572+02
62,3,2020-06-01,1,0101000020110F0000DD56727656571D415D5BE937652C5941,2020-06-01 08:20:48.0372+02
62,3,2020-06-01,1,0101000020110F00007BF671144F571D411EEB18B0652C5941,2020-06-01 08:20:53.020188+02
62,3,2020-06-01,1,0101000020110F0000A14284DC42571D41782170AD662C5941,2020-06-01 08:20:54.314938+02
62,3,2020-06-01,1,0101000020110F0000C78E96A436571D41D257C7AA672C5941,2020-06-01 08:20:55.009857+02
62,3,2020-06-01,1,0101000020110F0000EDDAA86C2A571D412C8E1EA8682C5941,2020-06-01 08:20:55.484762+02
62,3,2020-06-01,1,0101000020110F00001327BB341E571D4185C475A5692C5941,2020-06-01 08:20:55.845466+02
62,3,2020-06-01,1,0101000020110F0000AB570455ED561D41ED9DD29A6D2C5941,2020-06-01 08:20:57.285466+02
62,3,2020-06-01,1,0101000020110F0000595C70ABEA561D41359E06D26D2C5941,2020-06-01 08:20:57.36391+02
62,3,2020-06-01,1,0101000020110F0000EA1CA632BB561D417C0B3F52732C5941,2020-06-01 08:20:59.16391+02
62,3,2020-06-01,1,0101000020110F0000E22AD59EB8561D41930DB49E732C5941,2020-06-01 08:21:01.123227+02
62,3,2020-06-01,1,0101000020110F0000E5724CFDB1561D41E5799ACC742C5941,2020-06-01 08:21:02.365126+02
62,3,2020-06-01,1,0101000020110F0000E9BAC35BAB561D4137E680FA752C5941,2020-06-01 08:21:03.044526+02
62,3,2020-06-01,1,0101000020110F0000EC023BBAA4561D4189526728772C5941,2020-06-01 08:21:03.512132+02
62,3,2020-06-01,1,0101000020110F0000EF4AB2189E561D41DBBE4D56782C5941,2020-06-01 08:21:03.872132+02
62,3,2020-06-01,1,0101000020110F0000EF4AB2189E561D41DBBE4D56782C5941,2020-06-01 08:21:05.23789+02
62,3,2020-06-01,1,0101000020110F0000F292297797561D412D2B3484792C5941,2020-06-01 08:21:06.73789+02
62,3,2020-06-01,1,0101000020110F0000F6DAA0D590561D417F971AB27A2C5941,2020-06-01 08:21:07.48789+02
62,3,2020-06-01,1,0101000020110F0000F92218348A561D41D10301E07B2C5941,2020-06-01 08:21:07.98789+02
62,3,2020-06-01,1,0101000020110F0000FC6A8F9283561D412370E70D7D2C5941,2020-06-01 08:21:08.36289+02
62,3,2020-06-01,1,0101000020110F0000B5A198057E561D4182009E0A7E2C5941,2020-06-01 08:21:13.953961+02
62,3,2020-06-01,1,0101000020110F00003E7858AA7A561D41A22614467F2C5941,2020-06-01 08:21:15.178876+02
62,3,2020-06-01,1,0101000020110F0000C74E184F77561D41C24C8A81802C5941,2020-06-01 08:21:15.853162+02
62,3,2020-06-01,1,0101000020110F00005025D8F373561D41E27200BD812C5941,2020-06-01 08:21:16.318339+02
62,3,2020-06-01,1,0101000020110F0000D8FB979870561D41029976F8822C5941,2020-06-01 08:21:16.678339+02
62,3,2020-06-01,1,0101000020110F00002A76B6146E561D4129DBDAE4832C5941,2020-06-01 08:21:29.190947+02
62,3,2020-06-01,1,0101000020110F00007740BDBE6C561D41D667FCB7842C5941,2020-06-01 08:21:30.103688+02
62,3,2020-06-01,1,0101000020110F0000CFDC8B636C561D41458C89DD852C5941,2020-06-01 08:21:30.762248+02
62,3,2020-06-01,1,0101000020110F00006AFFFEFE6B561D41BDBF791D872C5941,2020-06-01 08:21:31.247711+02
62,3,2020-06-01,1,0101000020110F00006AFFFEFE6B561D41BDBF791D872C5941,2020-06-01 08:21:32.233114+02
62,3,2020-06-01,1,0101000020110F00007F1529AD6B561D41B8BEDD21882C5941,2020-06-01 08:21:33.45393+02
62,3,2020-06-01,1,0101000020110F00009F9634C16A561D41F7B48661892C5941,2020-06-01 08:21:34.20393+02
62,3,2020-06-01,1,0101000020110F0000BF1740D569561D4136AB2FA18A2C5941,2020-06-01 08:21:34.70393+02
62,3,2020-06-01,1,0101000020110F0000DF984BE968561D4176A1D8E08B2C5941,2020-06-01 08:21:35.07893+02
62,3,2020-06-01,1,0101000020110F00005F9D793965561D41727A7CDF902C5941,2020-06-01 08:21:36.51893+02
62,3,2020-06-01,1,0101000020110F00006F35B10A65561D413982DD1E912C5941,2020-06-01 08:21:36.590307+02
62,3,2020-06-01,1,0101000020110F000036042EA260561D412C60DD31982C5941,2020-06-01 08:21:38.629226+02
62,3,2020-06-01,1,0101000020110F00004D9F242C60561D415E9AC771992C5941,2020-06-01 08:21:38.989226+02
62,3,2020-06-01,1,0101000020110F00002F1BCA2460561D41B0C9B585992C5941,2020-06-01 08:21:39.011653+02
62,3,2020-06-01,1,0101000020110F0000392D39285F561D41D1F183059C2C5941,2020-06-01 08:21:39.731653+02
62,3,2020-06-01,1,0101000020110F00001B609EAC5E561D415116A23E9D2C5941,2020-06-01 08:21:40.084017+02
62,3,2020-06-01,1,0101000020110F0000D19A10385B561D41FC3F093EA72C5941,2020-06-01 08:21:42.964017+02
62,3,2020-06-01,1,0101000020110F0000D19A10385B561D41FC3F093EA72C5941,2020-06-01 08:21:43.201309+02
62,3,2020-06-01,1,0101000020110F0000917BB01C5B561D41F3D33E8DA72C5941,2020-06-01 08:21:43.572689+02
62,3,2020-06-01,1,0101000020110F000013E3A6AA5A561D417C812ACDA82C5941,2020-06-01 08:21:44.322689+02
62,3,2020-06-01,1,0101000020110F0000954A9D385A561D41052F160DAA2C5941,2020-06-01 08:21:44.822689+02
62,3,2020-06-01,1,0101000020110F000017B293C659561D418EDC014DAB2C5941,2020-06-01 08:21:45.197689+02
62,3,2020-06-01,1,0101000020110F000007941E9959561D41DF9D88CCAB2C5941,2020-06-01 08:21:45.341191+02
62,3,2020-06-01,1,0101000020110F00007418486B52561D419163634BC22C5941,2020-06-01 08:21:51.821191+02
62,3,2020-06-01,1,0101000020110F00007418486B52561D419163634BC22C5941,2020-06-01 08:21:52.527824+02
62,3,2020-06-01,1,0101000020110F00000772766252561D4113B90567C22C5941,2020-06-01 08:21:52.657384+02
62,3,2020-06-01,1,0101000020110F00000772766252561D4113B90567C22C5941,2020-06-01 08:21:52.927927+02
62,3,2020-06-01,1,0101000020110F0000A8EC434052561D4169C4D502C32C5941,2020-06-01 08:21:53.658367+02
62,3,2020-06-01,1,0101000020110F0000D43AAB1252561D4158E6AEEDC32C5941,2020-06-01 08:21:55.86023+02
62,3,2020-06-01,1,0101000020110F0000CE668BD451561D4184DEA82DC52C5941,2020-06-01 08:21:56.86023+02
62,3,2020-06-01,1,0101000020110F0000A203E0C251561D4140F2AA88C52C5941,2020-06-01 08:21:57.030882+02
62,3,2020-06-01,1,0101000020110F000034758EA351561D41E869A9C8C62C5941,2020-06-01 08:21:57.459453+02
62,3,2020-06-01,1,0101000020110F0000C10102A950561D4125279DC8D02C5941,2020-06-01 08:22:00.339453+02
62,3,2020-06-01,1,0101000020110F0000C07F7F9A50561D4177B6DD5CD12C5941,2020-06-01 08:22:00.506239+02
62,3,2020-06-01,1,0101000020110F0000278160CB4E561D41481036DCD32C5941,2020-06-01 08:22:01.226239+02
62,3,2020-06-01,1,0101000020110F0000D22957774E561D4136883950D42C5941,2020-06-01 08:22:01.356887+02
62,3,2020-06-01,1,0101000020110F0000E0260C2A4A561D419904BC88D52C5941,2020-06-01 08:22:01.716887+02
62,3,2020-06-01,1,0101000020110F00005109813A46561D412125A4A6D62C5941,2020-06-01 08:22:02.046241+02
62,3,2020-06-01,1,0101000020110F00005F2525F12E561D41A4FB366FDB2C5941,2020-06-01 08:22:03.486241+02
62,3,2020-06-01,1,0101000020110F0000C8A7FE832D561D416F3239BADB2C5941,2020-06-01 08:22:05.607245+02
62,3,2020-06-01,1,0101000020110F00003F093B4025561D41EF8A9FDDDC2C5941,2020-06-01 08:22:06.885717+02
62,3,2020-06-01,1,0101000020110F0000B66A77FC1C561D416EE30501DE2C5941,2020-06-01 08:22:07.575919+02
62,3,2020-06-01,1,0101000020110F00002DCCB3B814561D41EE3B6C24DF2C5941,2020-06-01 08:22:08.048616+02
62,3,2020-06-01,1,0101000020110F0000A32DF0740C561D416E94D247E02C5941,2020-06-01 08:22:08.408616+02
62,3,2020-06-01,1,0101000020110F00001A8F2C3104561D41EEEC386BE12C5941,2020-06-01 08:22:09.128616+02
62,3,2020-06-01,1,0101000020110F0000158CD46F03561D417AE8D985E12C5941,2020-06-01 08:22:09.173072+02
62,3,2020-06-01,1,0101000020110F0000B8D067E0FA551D41B4F80EA7E22C5941,2020-06-01 08:22:09.540418+02
62,3,2020-06-01,1,0101000020110F0000876CDB83C7551D41105A4D6EE92C5941,2020-06-01 08:22:11.700418+02
62,3,2020-06-01,1,0101000020110F0000F6C30B36C6551D41DB205B9AE92C5941,2020-06-01 08:22:11.755255+02
62,3,2020-06-01,1,0101000020110F0000352D492424551D41A222A515FF2C5941,2020-06-01 08:22:18.595255+02
62,3,2020-06-01,1,0101000020110F00000FEA17A922551D413FC7E747FF2C5941,2020-06-01 08:22:20.112271+02
62,3,2020-06-01,1,0101000020110F000005018C891C551D41AFF28978002D5941,2020-06-01 08:22:21.39246+02
62,3,2020-06-01,1,0101000020110F0000FC17006A16551D411F1E2CA9012D5941,2020-06-01 08:22:22.083162+02
62,3,2020-06-01,1,0101000020110F0000F22E744A10551D418F49CED9022D5941,2020-06-01 08:22:22.556094+02
62,3,2020-06-01,1,0101000020110F0000E945E82A0A551D41FE74700A042D5941,2020-06-01 08:22:22.916094+02
62,3,2020-06-01,1,0101000020110F0000E945E82A0A551D41FE74700A042D5941,2020-06-01 08:22:23.206627+02
62,3,2020-06-01,1,0101000020110F0000CD55409006551D41EA05BFBD042D5941,2020-06-01 08:22:24.089525+02
62,3,2020-06-01,1,0101000020110F0000ECC08BCC01551D41D36D9985052D5941,2020-06-01 08:22:24.590849+02
62,3,2020-06-01,1,0101000020110F0000CF0E4C2FFA541D416B1B5492062D5941,2020-06-01 08:22:25.051872+02
62,3,2020-06-01,1,0101000020110F00006D2B56CAF1541D41F522C7B4072D5941,2020-06-01 08:22:25.426872+02
62,3,2020-06-01,1,0101000020110F00000A486065E9541D417F2A3AD7082D5941,2020-06-01 08:22:25.786872+02
62,3,2020-06-01,1,0101000020110F0000710F29DAE2541D41EF67A5B9092D5941,2020-06-01 08:22:26.067508+02
62,3,2020-06-01,1,0101000020110F00001BC9A769D2541D41F3B618010C2D5941,2020-06-01 08:22:26.787508+02
62,3,2020-06-01,1,0101000020110F0000CE1A6BC9CB541D417A9041EC0C2D5941,2020-06-01 08:22:27.077703+02
62,3,2020-06-01,1,0101000020110F000056E9D27DC3541D41E1ED6E0F0E2D5941,2020-06-01 08:22:27.437703+02
62,3,2020-06-01,1,0101000020110F00002198352BC2541D410BCFDC3D0E2D5941,2020-06-01 08:22:27.495106+02
62,3,2020-06-01,1,0101000020110F00007EC7660A76541D414AA58409172D5941,2020-06-01 08:22:30.375106+02
62,3,2020-06-01,1,0101000020110F00007EC7660A76541D414AA58409172D5941,2020-06-01 08:22:31.964623+02
62,3,2020-06-01,1,0101000020110F0000560643F26E541D411BEC58DB172D5941,2020-06-01 08:22:33.082889+02
62,3,2020-06-01,1,0101000020110F00006B9EC81F66541D41C25088FA182D5941,2020-06-01 08:22:33.832889+02
62,3,2020-06-01,1,0101000020110F000080364E4D5D541D4169B5B7191A2D5941,2020-06-01 08:22:34.332889+02
62,3,2020-06-01,1,0101000020110F000095CED37A54541D41101AE7381B2D5941,2020-06-01 08:22:34.707889+02
62,3,2020-06-01,1,0101000020110F0000FFC66F5E28541D415211D4D4202D5941,2020-06-01 08:22:36.507889+02
62,3,2020-06-01,1,0101000020110F0000D199435328541D4193C33FD6202D5941,2020-06-01 08:22:36.578093+02
62,3,2020-06-01,1,0101000020110F0000ECF7C1F520541D413C90C2FF212D5941,2020-06-01 08:22:37.934702+02
62,3,2020-06-01,1,0101000020110F00000756409819541D41E55C4529232D5941,2020-06-01 08:22:38.647055+02
62,3,2020-06-01,1,0101000020110F000022B4BE3A12541D418D29C852242D5941,2020-06-01 08:22:39.130038+02
62,3,2020-06-01,1,0101000020110F00003C123DDD0A541D4136F64A7C252D5941,2020-06-01 08:22:39.495383+02
62,3,2020-06-01,1,0101000020110F0000DE4633ACDE531D412BC25B752C2D5941,2020-06-01 08:22:41.655383+02
62,3,2020-06-01,1,0101000020110F000090118BD4DD531D416DF862972C2D5941,2020-06-01 08:22:42.917173+02
62,3,2020-06-01,1,0101000020110F000082211668D8531D41CB3F65CB2D2D5941,2020-06-01 08:22:44.237631+02
62,3,2020-06-01,1,0101000020110F00007331A1FBD2531D41298767FF2E2D5941,2020-06-01 08:22:44.939888+02
62,3,2020-06-01,1,0101000020110F000065412C8FCD531D4187CE6933302D5941,2020-06-01 08:22:45.418209+02
62,3,2020-06-01,1,0101000020110F00005651B722C8531D41E5156C67312D5941,2020-06-01 08:22:45.78088+02
62,3,2020-06-01,1,0101000020110F00003A71CD49BD531D41A1A470CF332D5941,2020-06-01 08:22:46.50088+02
62,3,2020-06-01,1,0101000020110F00001E1048A6B8531D413ACEDFD6342D5941,2020-06-01 08:22:46.974574+02
62,3,2020-06-01,1,0101000020110F0000CF79D1DBB3531D412CC18E0D362D5941,2020-06-01 08:22:47.379068+02
62,3,2020-06-01,1,0101000020110F0000B99A2FF383531D41A13E6430422D5941,2020-06-01 08:22:50.979068+02
62,3,2020-06-01,1,0101000020110F0000398A567083531D41B79A8951422D5941,2020-06-01 08:22:51.972769+02
62,3,2020-06-01,1,0101000020110F000018F3040981531D410BDD378F432D5941,2020-06-01 08:22:53.264708+02
62,3,2020-06-01,1,0101000020110F0000F75BB3A17E531D415F1FE6CC442D5941,2020-06-01 08:22:53.958816+02
62,3,2020-06-01,1,0101000020110F0000D5C4613A7C531D41B361940A462D5941,2020-06-01 08:22:54.433342+02
62,3,2020-06-01,1,0101000020110F0000B42D10D379531D4106A44248472D5941,2020-06-01 08:22:54.793828+02
62,3,2020-06-01,1,0101000020110F0000EDA226676B531D41FD3158BA4E2D5941,2020-06-01 08:22:56.953828+02
62,3,2020-06-01,1,0101000020110F0000EDA226676B531D41FD3158BA4E2D5941,2020-06-01 08:22:58.86288+02
62,3,2020-06-01,1,0101000020110F0000568C05156B531D41B829BFE44E2D5941,2020-06-01 08:22:59.063091+02
62,3,2020-06-01,1,0101000020110F0000B785AD7368531D41ECA5F721502D5941,2020-06-01 08:22:59.813091+02
62,3,2020-06-01,1,0101000020110F0000187F55D265531D412022305F512D5941,2020-06-01 08:23:00.313091+02
62,3,2020-06-01,1,0101000020110F00007978FD3063531D41539E689C522D5941,2020-06-01 08:23:00.688091+02
62,3,2020-06-01,1,0101000020110F0000DA71A58F60531D41871AA1D9532D5941,2020-06-01 08:23:01.048091+02
62,3,2020-06-01,1,0101000020110F0000DA71A58F60531D41871AA1D9532D5941,2020-06-01 08:23:01.538395+02
62,3,2020-06-01,1,0101000020110F000022223EF35F531D41C31E5023542D5941,2020-06-01 08:23:01.886813+02
62,3,2020-06-01,1,0101000020110F0000CE98B5455E531D41E5542F62552D5941,2020-06-01 08:23:02.636813+02
62,3,2020-06-01,1,0101000020110F00007A0F2D985C531D41068B0EA1562D5941,2020-06-01 08:23:03.136813+02
62,3,2020-06-01,1,0101000020110F000079ADB8FC5B531D41431D7614572D5941,2020-06-01 08:23:03.272531+02
62,3,2020-06-01,1,0101000020110F00000D3D37B950531D41D0F6B5075C2D5941,2020-06-01 08:23:04.712531+02
62,3,2020-06-01,1,0101000020110F00000D3D37B950531D41D0F6B5075C2D5941,2020-06-01 08:23:04.737906+02
62,3,2020-06-01,1,0101000020110F00006E94FCA04E531D41E8BB5FF35C2D5941,2020-06-01 08:23:05.853691+02
62,3,2020-06-01,1,0101000020110F0000A4BBEF534B531D41B63BFC2E5E2D5941,2020-06-01 08:23:06.603691+02
62,3,2020-06-01,1,0101000020110F0000DAE2E20648531D4183BB986A5F2D5941,2020-06-01 08:23:07.103691+02
62,3,2020-06-01,1,0101000020110F0000110AD6B944531D41513B35A6602D5941,2020-06-01 08:23:07.478691+02
62,3,2020-06-01,1,0101000020110F0000EAA6A28537531D41883AA794652D5941,2020-06-01 08:23:08.918691+02
