time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1656288010,a06386,36.17597676939884,-78.51987148853055,70.93360124182074,203.96248897457818,-0.32512,N124KY  ,False,False,False,1057,3627.1200000000003,3802.3800000000006,1656288009.922,1656288009.922
1656288010,a45bdd,35.685362735037074,-98.92948881108708,226.85288854399337,98.60786237370613,-15.280640000000002,LXJ380  ,False,False,False,7236,11170.92,11833.86,1656288009.623,1656288009.623
1656288010,aa9ad9,34.28617858886719,-118.66489955357142,177.79232273639894,322.99747347180386,28.610560000000003,SWA2613 ,False,False,False,,4130.04,4335.78,1656288009.74,1656288009.96
1656288010,a6ddb9,34.13429260253906,-100.78044657804526,238.00972798171858,18.00416160591338,0.32512,XOJ541  ,False,False,False,,13106.400000000001,13792.2,1656288009.094,1656288009.929
1656288010,ad8836,29.27446785619703,-81.2639842313879,159.88535503136148,148.15094868094474,-4.8768,JBU119  ,False,False,False,1426,4213.860000000001,4450.080000000001,1656288009.824,1656288009.933
1656288010,acca85,40.37950418763241,-95.27549743652344,198.21120754195312,267.76882539196873,0.0,NKS395  ,False,False,False,4062,10972.800000000001,11506.2,1656288009.701,1656288009.952
1656288010,a6a6b7,39.03776550292969,-84.8529649817425,234.90044828916794,312.24836677165825,0.0,ASA905  ,False,False,False,7057,10363.2,10949.94,1656288009.948,1656288009.998
1656288010,7c80fe,-32.06538391113281,116.08643188476563,92.09122379827038,284.89018236732716,-5.20192,RXA2356 ,False,False,False,3710,1120.14,1211.5800000000002,1656288009.868,1656288009.961
1656288010,a12861,39.73750305175781,-80.56507276452106,231.82310236068142,260.9348329818181,0.0,DAL300  ,False,False,False,3005,10370.82,10919.46,1656288008.938,1656288009.053
1656288010,a4c527,36.506927490234375,-85.91680526733398,182.1923599094726,239.45242825109298,-7.80288,RPA4646 ,False,False,False,4473,4777.740000000001,5059.68,1656288009.84,1656288009.84
1656288010,c08106,43.3839111328125,-79.40713571947674,151.88300240197862,334.7369014955009,0.0,WJA2767 ,False,False,False,3473,3375.6600000000003,3467.1000000000004,1656288009.809,1656288009.998
1656288010,7cf7c3,,,,,,TEST1234,False,False,False,,,,,1656288009.549
1656288010,a1bb1f,36.53379821777344,-84.80758666992188,86.77192690564846,228.84603009004738,0.0,N210SN  ,False,False,False,,5006.34,5257.8,1656287998.689,1656288009.531
1656288010,343652,40.46154086872683,-3.56514150446111,,,,P1      ,True,False,False,,,,1656288009.965,1656288009.965
1656288010,400fe0,48.02879333496094,-0.7569580078125,245.44370702382767,358.7990065448665,-0.32512,EZY93TB ,False,False,False,5364,10980.42,11132.82,1656288009.848,1656288009.98
1656288010,a4c79b,31.477971481064618,130.25088500976562,261.46967399979144,232.27332260831363,0.0,GTI7243 ,False,False,False,3246,11582.400000000001,12283.440000000002,1656288009.943,1656288009.943
1656288010,73806e,35.77793884277344,31.083297729492188,255.08797947578634,141.30409992106914,0.0,ELY2374 ,False,False,False,,10668.0,11109.96,1656288000.901,1656288000.901
1656288010,a43f7d,41.502559661865234,-74.10790183327413,52.46319989301453,258.69006752597977,-0.32512,FFT1494 ,True,False,False,3153,,,1656288006.181,1656288009.599
1656288010,ad4fde,28.469253798662606,-81.42393224379595,127.07183347018635,179.5360767013739,-6.1772800000000005,NKS2865 ,False,False,False,0716,2057.4,2171.7000000000003,1656288009.739,1656288009.933
1656288010,4bb186,35.74662780761719,27.86212921142578,257.02901110200384,193.89717631501534,0.0,THY44D  ,False,True,False,2361,10660.380000000001,11163.300000000001,1656288009.014,1656288009.798
1656288010,7c6c25,-31.914259053893034,116.90064099370217,225.31002798444408,110.5866682949749,11.704320000000001,VOZ712  ,False,False,False,4042,5760.72,6073.14,1656288009.961,1656288009.961
1656288010,471f7c,47.65142925715042,17.11895282451923,250.62664185927,122.25471052686714,0.0,WZZ93JJ ,False,False,False,2270,11285.220000000001,11803.380000000001,1656288009.819,1656288009.993
1656288010,ac6343,36.305485095007946,-116.00452179604386,206.9894058420069,131.5744105861337,-10.07872,N898CE  ,False,False,False,,6187.4400000000005,6637.02,1656288006.946,1656288007.076
1656288010,86ec40,37.56625935182733,140.85845947265625,187.6790141960407,41.5552842800449,-15.280640000000002,ANA731  ,False,False,False,2473,4175.76,4450.08,1656288009.267,1656288009.911
1656288010,39c425,47.020660400390625,-72.36852264404297,279.16444796380534,71.2979399210212,-0.32512,AFR159  ,False,False,False,2370,11269.980000000001,11750.04,1656288009.919,1656288009.919
1656288010,02a1a3,37.32261657714844,6.178114870761304,242.263800248534,116.89151932206947,-0.32512,LBT505  ,False,True,False,2351,11285.220000000001,11940.54,1656288009.547,1656288009.958
1656288010,a101c3,33.904083251953125,-79.05016217912947,258.66354820861824,219.67425937523228,0.0,AAL1919 ,False,False,False,7117,10347.960000000001,10927.080000000002,1656288009.872,1656288009.872
1656288010,ab128d,38.088775634765625,-121.75960459607711,204.00348009169699,49.60243675392697,9.42848,UAL2055 ,False,False,False,3315,5257.8,5562.6,1656288009.853,1656288009.853
1656288010,ac4a44,40.76826192564883,-84.53767256303269,223.7269580280653,293.4407813758731,0.0,AAL2784 ,False,False,False,6006,9753.6,10264.140000000001,1656288009.775,1656288009.879
1656288010,c02cfc,47.3785400390625,-86.3280258178711,215.4881814631957,304.79031478672584,0.0,WJA723  ,False,False,False,,10972.800000000001,11102.340000000002,1656288009.202,1656288009.202
1656288010,aae3e2,45.15156555175781,-106.08287266322546,194.92608333687804,281.72511201516505,0.0,JTL800  ,False,False,False,6561,13106.400000000001,13525.500000000002,1656288009.975,1656288009.975
1656288010,4074e2,41.66378732454979,-75.16219737917874,210.31198076873923,236.27106153051767,-0.32512,BAW171  ,False,False,False,0724,8534.4,8968.74,1656288009.645,1656288009.851
1656288010,a18581,35.306287862486755,-110.19602674119014,224.97736624438468,264.0938588862295,1.30048,EDG19   ,False,False,False,2241,12199.62,12862.560000000001,1656288009.869,1656288009.942
1656288010,a657fc,34.188995361328125,-117.50690693757971,204.00153414039806,103.86102756302115,6.502400000000001,RNI165  ,False,False,False,,7406.64,7856.22,1656288009.422,1656288009.864
1656288010,abd9d9,39.010345458984375,-92.89842025093412,268.11615092915605,98.82974466790905,6.827520000000001,SWA2125 ,False,False,False,,8412.48,8862.06,1656288009.819,1656288009.957
1656288010,aa7e2e,30.053566108315678,-98.94841918945309,222.66809864202546,133.87669728592456,0.0,UAL1592 ,False,False,False,,11277.6,11917.68,1656288009.515,1656288009.818
1656288010,010207,35.62088788565943,26.717873431266625,265.56524107042026,138.06228708540004,-0.32512,MSR802  ,False,False,False,7566,11285.220000000001,11833.86,1656288009.631,1656288009.631
1656288010,ac0d09,42.38941955566406,-72.18785372647375,57.94978180378857,234.7579634413478,-0.32512,N876EE  ,False,False,False,3010,1981.2,2049.78,1656288009.638,1656288009.881
1656288010,a1c868,31.3955274678893,-116.39641113281249,208.6233754333153,335.8366753649435,-10.72896,ASA1291 ,False,False,False,,7673.34,8130.54,1656288006.687,1656288009.74
1656288010,a1f0b4,38.13857256355932,-75.20625238833219,249.6246412717927,215.09842790580993,0.0,RPA5686 ,False,False,False,1620,9144.0,9639.3,1656288009.644,1656288009.664
1656288010,ac2fff,,,153.86090366371567,231.78897457443878,12.679680000000001,,False,False,False,,,,,1656288008.572
1656288010,a8f0bd,39.51649475097656,-92.53390104874319,209.80802451660838,263.2409188730295,0.0,UAL1559 ,False,False,False,3734,10363.2,10896.6,1656288009.538,1656288009.957
1656288010,4ca92b,53.242767333984375,-5.681422642299083,140.42153960987187,315.5937173962126,-5.8521600000000005,RYR82UG ,False,False,False,2764,2171.7000000000003,2186.94,1656288009.448,1656288009.999
1656288010,4b5ccd,,,,,,TEST1234,True,True,False,1543,,,,1656288009.925
1656288010,a05a49,29.434616088867188,-91.28577012282153,227.46861513129724,103.47053281641404,-0.65024,UCA4337 ,False,False,False,,8229.6,8740.140000000001,1656288009.728,1656288009.728
1656288010,a64a3b,40.81979525291313,-70.7620655406605,224.03844242461236,199.30867293488916,6.1772800000000005,EJA504  ,False,False,False,1352,9570.720000000001,10050.78,1656288009.766,1656288009.879
1656288010,ac7c67,42.000274658203125,-70.78697204589844,153.78434118018032,58.543176642444756,-4.22656,EDV4984 ,False,False,False,1574,2651.76,2773.6800000000003,1656288009.995,1656288009.995
1656288010,aa909a,7.006763522907839,-75.85604963631465,258.7837408720245,165.4941295123839,-0.32512,AVA007  ,False,False,False,,12489.18,13220.7,1656288009.995,1656288009.995
1656288010,aa9bb6,38.81143860897775,-104.7159423828125,27.265532,180.0,-0.32512,N783AL  ,True,False,False,4163,1706.88,,1656288008.602,1656288009.253
1656288010,a2d3b3,34.600341796875,-118.7073314433195,199.92885031662297,333.2371506000294,6.1772800000000005,SWA2908 ,False,False,False,,4008.1200000000003,4229.1,1656288009.736,1656288009.946
1656288010,ac3b8e,41.40788967326536,-86.82079936182777,94.28370569748044,93.12780612128617,7.80288,N888AA  ,False,False,False,,2019.3000000000002,1965.96,1656288009.711,1656288009.711
1656288010,503e61,44.57106768074682,12.072835782679118,224.11166995509006,307.6327440294659,0.32512,CXI3FU  ,False,False,False,5535,10988.04,11521.44,1656288009.751,1656288009.942
1656288010,a40694,32.77747719974841,-114.19621058872767,239.23416064405174,86.17772951714402,0.32512,DAL2997 ,False,False,False,4713,10066.02,10645.140000000001,1656288008.157,1656288009.942
1656288010,4952ac,43.103648040254235,-80.7433646065848,209.58337437781017,267.46768448261525,0.0,TAP243  ,False,False,False,7001,12192.0,12740.64,1656288009.64,1656288009.976
1656288010,a98fcc,45.51463498907574,-111.09964510289632,226.66206482564743,115.40184493183686,0.0,JTZ715  ,False,False,False,,12496.800000000001,12969.240000000002,1656288009.859,1656288009.859
1656288010,a399b9,40.07698059082031,-75.56304931640625,215.07512590612555,249.26751256811332,4.55168,EDV4718 ,False,False,False,1547,8221.98,8641.08,1656288009.712,1656288009.979
1656288010,a793b2,36.92449020127118,-113.27137159264606,254.50371915801387,62.295400052852386,-0.97536,JNY5    ,False,False,False,,13708.380000000001,14348.460000000001,1656288008.971,1656288008.971
1656288010,a949dd,40.64588928222656,-87.87921142578125,200.7445919219484,178.09084756700364,0.0,EJA698  ,False,False,False,1504,12496.800000000001,13053.060000000001,1656288009.59,1656288009.944
1656288010,a846bd,36.54052734375,-95.91196060180664,55.22790554413955,9.111357044783997,0.0,SCU25   ,False,False,False,0656,2042.16,2156.46,1656288009.773,1656288009.773
1656288010,a393e6,40.406318276615465,-101.17403203790838,186.41125196239076,255.6186054089094,-0.65024,FLT80848,False,False,False,,11582.400000000001,12131.04,1656288008.437,1656288009.99
1656288010,4d0113,42.295166015625,-100.3257127241655,289.5935917518918,67.21571744235987,0.0,CLX43X  ,False,False,False,5726,10058.4,10485.119999999999,1656288009.975,1656288009.976
1656288010,ab3e71,33.66173695709745,-117.85200119018555,50.34459483634239,21.583969241769587,0.32512,N82300  ,False,False,False,,251.46,213.36,1656287998.022,1656288009.554
1656288010,4d224f,39.415191650390625,12.542565387228262,239.55696766005235,148.2554653403364,-14.955520000000002,RYR739T ,False,False,False,1000,8206.74,8900.16,1656288009.715,1656288009.715
1656288010,0d0d40,31.42061912407309,-116.00980224609376,234.19014271819773,139.27584111262894,7.80288,VOI7520 ,False,False,False,,9502.140000000001,10066.02,1656288009.741,1656288009.829
1656288010,3949e8,42.4101128012447,-69.63735181231829,258.2616480587089,238.27286691204023,0.0,AFR016  ,False,False,False,7364,12192.0,12748.26,1656288009.985,1656288009.996
1656288010,a234b9,32.29975813526218,-97.8540475027902,153.27064502133814,66.8771641088194,-9.7536,N241LJ  ,False,False,False,,4564.38,4777.74,1656287886.75,1656288009.56
1656288010,4ca9cc,47.57606118412341,8.3642578125,219.74227209108085,303.05760733765374,0.0,RYR8KU  ,False,False,False,6607,11582.400000000001,12031.980000000001,1656288008.631,1656288009.994
1656288010,a93d63,35.54337840969279,-112.5676126683012,240.74275318767138,278.35519794242924,-7.477760000000001,N695BA  ,False,False,False,0554,8503.92,8976.36,1656288009.677,1656288009.678
1656288010,a97310,35.73829262943591,-82.72997267702789,240.40337464395782,254.35775354279127,0.0,JBU2187 ,False,True,True,3202,9144.0,9700.26,1656288009.517,1656288009.965
1656288010,ab9448,35.00596618652344,-113.78881960499044,229.9771829327508,307.63892232842204,4.8768,ASA68   ,False,False,False,,10111.74,10698.48,1656288009.457,1656288009.677
1656288010,4070e8,35.987672967425844,-6.355941447805833,256.220485569731,21.310070699847223,0.0,EXS56AM ,False,False,False,7462,10972.800000000001,11483.340000000002,1656288009.265,1656288009.806
1656288010,c055ec,51.63075256347656,-114.58851582295185,162.32073742714684,130.75886256544888,-5.20192,JZA408  ,False,False,False,,4450.08,4640.58,1656288009.925,1656288009.925
1656288010,0101bd,24.862619173728813,46.7433022553066,86.20736905142168,329.9158434412248,-3.90144,MSR649  ,False,False,False,,1158.24,1150.6200000000001,1656288004.128,1656288004.128
1656288010,8963ad,50.404342392743644,51.3155798009924,244.68775947482158,173.96577305612388,0.32512,FDB51H  ,False,False,False,2130,10972.800000000001,11308.080000000002,1656288009.169,1656288009.489
1656288010,71005a,23.436212054753707,76.93394978841147,275.0486284212539,274.50555433938996,0.0,SVA805  ,False,False,False,,10972.800000000001,11666.220000000001,1656288009.637,1656288009.995
1656288010,adb34f,38.35885775291313,-122.4032791801121,23.753724030516814,94.96974072811031,-1.95072,N982HP  ,False,False,False,1200,434.34000000000003,457.20000000000005,1656288008.905,1656288009.195
1656288010,ac7bf6,36.77701271186441,-121.36538241771942,206.17911765009083,130.44623202084136,5.8521600000000005,SKW5703 ,False,False,False,6375,7056.120000000001,7490.460000000001,1656288009.459,1656288009.803
1656288010,a5e095,32.27760314941406,-84.39411621093751,233.76371588422631,73.6389225446537,0.32512,UAL2094 ,False,False,False,,10058.4,10675.619999999999,1656288009.271,1656288009.65
1656288010,a87b97,60.590903072033896,-150.28600420270647,54.87938519669913,239.58891873287462,5.8521600000000005,N646AT  ,False,False,False,,1325.88,1463.0400000000002,1656288009.839,1656288009.839
1656288010,a52bfb,40.78440856933594,-101.66314697265625,168.65134646293953,249.46441025241893,9.42848,EJA432  ,False,False,False,,8458.2,8877.300000000001,1656288008.687,1656288008.757
1656288010,a87942,62.85136413574219,-149.24407958984375,237.6018523428952,15.059273656594316,0.0,QXE2105 ,False,False,False,,8534.4,8846.82,1656288009.766,1656288009.766
1656288010,a91ab7,35.743927001953125,-79.17657852172852,220.124930927601,30.940792293017388,0.0,NKS1400 ,False,False,False,1647,10668.0,11262.36,1656288009.952,1656288009.952
1656288010,ac733b,43.12454999503443,-71.8786403111049,228.53418365059508,307.5921834821387,4.8768,DAL318  ,False,False,False,7072,7338.06,7688.580000000001,1656288009.771,1656288009.911
1656288010,a3331b,33.792572021484375,-117.6394155074139,9.935563933050203,201.25050550713323,-0.97536,N305NK  ,False,False,False,,762.0,746.76,1656288003.086,1656288003.086
1656288010,a405e8,38.14457780223782,-122.43593962296194,50.00438020890699,126.63411387596742,2.9260800000000002,N3587X  ,False,False,False,3343,1554.48,1607.82,1656288009.94,1656288009.976
1656288010,406e65,50.93047578456038,-3.140411376953125,193.59300806030257,24.658167165155458,-9.42848,EZY57XV ,False,False,False,7442,4282.4400000000005,4373.88,1656288009.98,1656288009.98
1656288010,a5e240,38.584808349609375,-89.53337959621263,81.87582729972797,239.40668515643685,-0.32512,N47878  ,False,False,False,,3025.1400000000003,3147.0600000000004,1656288009.956,1656288009.956
1656288010,4077bb,49.407053801972985,-4.487047697368439,239.54536741349753,10.392892161295439,0.0,EXS98RH ,False,False,False,,11582.400000000001,11711.940000000002,1656288009.813,1656288009.925
1656288010,4068cb,42.94914116293697,0.9572492327008928,245.5838410831908,346.9244189009101,0.65024,EXS9HN  ,False,False,False,5365,9745.980000000001,10142.220000000001,1656288009.692,1656288009.969
1656288010,780a1c,57.850799560546875,-171.29537274760585,257.1051946911733,69.13533881218777,-0.32512,CPA3290 ,False,False,False,,10363.2,10325.1,1656287995.07,1656288006.86
1656288010,a1e6a1,35.995260982190146,-119.621653455369,210.26226883863114,172.26640190097714,0.32512,KFB221  ,False,False,False,5702,13106.400000000001,13761.720000000001,1656288009.733,1656288009.848
1656288010,ac96be,29.659734176377118,-91.80412741268384,257.7492791095516,270.5717951834732,-0.32512,AAL2212 ,False,False,False,,9761.220000000001,10370.820000000002,1656288009.584,1656288009.584
1656288010,4677ec,,,,,,RU7B13  ,False,False,False,,,,,1656288009.576
1656288010,c01945,39.14801128840042,-77.54901123046875,222.06885633810708,349.1846576082143,0.0,ROU1843 ,False,False,False,2374,10965.18,11559.54,1656288009.938,1656288009.979
1656288010,a6e8ae,15.473637984970868,-90.94276428222656,237.36169647526825,324.794342409098,1.95072,VOS4308 ,False,False,False,4664,11567.16,12283.44,1656288009.803,1656288009.803
1656288010,3c6514,44.03613591598252,-67.80317034040178,244.12739331269728,56.34341919113844,0.0,DLH411  ,False,False,False,1660,10668.0,11170.92,1656287964.026,1656288002.575
1656288010,c1e0fd,,,,,,YBWRT2  ,False,False,False,,2072.6400000000003,,,1656288009.645
1656288010,3c83d9,,,,,,DBFTJ   ,False,True,False,,3147.06,,,1656288009.479
1656288010,73806d,46.85938948291843,22.240859985351562,249.06953824182304,155.34057492778933,0.0,ELY562  ,False,True,True,1160,11277.6,11704.32,1656288009.955,1656288009.955
1656288010,89610b,13.550285727290783,76.88164961965461,232.8119149706713,292.20108632382056,10.40384,UAE569  ,False,False,False,,6743.700000000001,7040.880000000001,1656288009.607,1656288009.763
1656288010,7c355d,-27.567169189453125,153.00721366450472,28.606047075548766,232.30575953331083,0.0,KTR     ,False,False,False,,-76.2,53.34000000000002,1656288004.968,1656288004.968
1656288010,a46e81,41.15697311142743,-90.49894159490412,276.3598722304173,79.38034472384487,0.32512,EJM457  ,False,False,False,7214,13106.400000000001,13655.04,1656288009.902,1656288009.902
1656288010,740822,47.91412353515625,7.399772644042969,241.89865843902223,127.3085636943995,-0.32512,RJA266  ,False,False,False,5232,11887.2,12336.78,1656288009.567,1656288009.995
1656288010,7c5856,-32.35827429819915,151.99002012914542,252.1615368691573,18.06530376107499,0.32512,RXA528  ,False,False,False,1265,11277.6,11452.86,1656288009.995,1656288009.995
1656288010,39cf05,42.672434661347985,-68.8769957076671,244.90182130385637,70.23283132320836,0.0,AFR015  ,False,False,False,1716,11887.2,12420.6,1656288009.617,1656288009.985
1656288010,a6504b,44.58926960573358,-121.86792141053732,224.19903924676248,336.6115175710051,0.0,ASA475  ,False,False,False,3270,11582.400000000001,12054.840000000002,1656288009.74,1656288010.0
1656288010,4072a4,40.1400146484375,24.5203857421875,208.08099248107183,310.1864491062935,0.0,TOM805  ,False,False,False,3260,10972.800000000001,11460.480000000001,1656288009.554,1656288010.0
1656288010,a0cac6,36.47521455409163,-95.02507635887633,253.52539404908492,107.11127675050666,0.0,N150GA  ,False,False,False,1372,11887.2,12573.0,1656288009.962,1656288009.962
1656288010,a20a81,34.40675354003906,-117.40343366350447,246.99152392240148,124.21964948203593,0.0,SWA2540 ,False,False,False,1764,11887.2,12550.140000000001,1656288009.825,1656288009.973
1656288010,a30907,35.671234130859375,-120.99231719970703,189.8326242938854,322.81955916465006,0.0,N295L   ,False,False,False,2440,9776.460000000001,10325.1,1656288009.904,1656288009.904
1656288010,ab7b99,35.12650312003443,-79.86270904541016,174.16569809718823,26.110932975630487,-11.3792,GAJ839  ,False,False,False,,5775.96,6080.76,1656288009.922,1656288009.922
1656288010,a7deb9,47.31830144332627,-122.70812988281253,57.75077863000526,154.11972632993118,-0.97536,N606ND  ,False,False,False,1200,708.6600000000001,731.5200000000001,1656288009.546,1656288009.887
1656288010,a32056,30.168777465820312,-81.58452651079966,244.88453032769067,100.53092785267486,-0.32512,ENY3966 ,False,False,False,0763,9753.6,10340.34,1656288009.417,1656288009.987
1656288010,89617b,24.157725188691735,56.71360231795401,246.75514397892752,126.00980876900363,6.1772800000000005,UAE564  ,False,False,False,,9951.720000000001,10523.220000000001,1656288009.462,1656288009.462
1656288010,a13af4,41.78673178462659,-106.04808718659154,265.0719823266407,85.99360852837277,0.0,DAL356  ,False,False,False,,11277.6,11795.76,1656288009.909,1656288009.989
1656288010,a1c5f2,34.18121337890625,-118.40885084502551,28.573648014990315,293.33404127670974,1.30048,N213PF  ,False,False,False,,335.28000000000003,312.42,1656288009.66,1656288009.66
1656288010,adfbdf,,,,,,TEST1234,False,False,False,,,,,1656288005.225
1656288010,4d22d5,37.942866955773304,25.599338697350543,210.43778125778115,328.29156038625655,0.0,EXS1348 ,False,False,False,2043,9753.6,10218.42,1656288009.942,1656288009.963
1656288010,a1d096,38.10403080309852,-77.30380514393681,229.05413292590288,36.046295372365854,0.32512,JBU494  ,False,False,False,0724,10363.2,10919.460000000001,1656288009.964,1656288009.964
1656288010,aa7fa1,33.89612747451006,-118.52537155151367,112.07797459497162,195.43964553531927,14.630400000000002,DAL1856 ,False,False,False,,853.44,853.44,1656288009.734,1656288009.951
1656288010,39c428,34.569412490068856,135.3765106201172,94.70800867232566,181.86767883943418,-2.60096,AFR292  ,False,False,False,0667,601.98,701.04,1656288009.768,1656288009.807
1656288010,a12fda,33.634002685546875,-84.19546321946746,144.56242547676158,89.59220774343424,16.90624,DAL192  ,False,False,True,4735,2240.28,2362.2000000000003,1656288009.906,1656288009.996
1656288010,a4f1e5,,,249.04031598396367,275.33373013572503,-0.32512,AAL314  ,False,False,False,,,,,1656288006.467
1656288010,45fe49,55.59132385253906,12.128490101207385,,,,,True,False,False,2016,,,1656288009.333,1656288009.333
1656288010,a89f62,37.88160421080509,-83.28227830969769,235.7759206323173,133.76232076832918,0.0,AAL1244 ,False,False,False,1366,10668.0,11285.22,1656288009.664,1656288009.88
1656288010,4bb189,50.87181996490995,4.594573974609375,251.72297418171192,105.28592840407444,0.32512,THY84U  ,False,False,False,2251,11277.6,11544.300000000001,1656288009.921,1656288009.999
1656288010,34234b,,,,,,TXLU07  ,False,False,False,,,,,1656288009.419
1656288010,a60b1e,22.94508594577595,119.17694091796875,253.03951960641896,58.636697786049936,-0.32512,GTI654  ,False,False,False,,9456.42,10081.26,1656288002.63,1656288002.84
1656288010,e49220,-10.132746292372872,-37.18535850787987,221.14929777515775,72.95606606368433,-4.55168,TAM3756 ,False,False,False,,8702.04,9273.54,1656288002.057,1656288002.057
1656288010,abb5a5,38.76512145996094,-77.06741996433425,149.7270680566887,345.67728002179643,-5.52704,ASH6092 ,False,False,False,2561,2263.1400000000003,2369.82,1656288009.834,1656288009.962
1656288010,ab3007,40.485992431640625,-79.2803955078125,246.6800553591275,197.22571880056864,0.32512,N82RP   ,False,False,False,7476,12496.800000000001,13106.400000000001,1656288009.424,1656288009.803
